valid_time,latitude,longitude,t2m,number,expver
2002-03-11 00:00:00,-21.5,-43.75,295.41003,0,0001
2002-03-11 00:00:00,-21.5,-43.5,296.57996,0,0001
2002-03-11 00:00:00,-21.5,-43.25,297.91785,0,0001
2002-03-11 00:00:00,-21.5,-43.0,298.56238,0,0001
2002-03-11 00:00:00,-21.75,-48.0,299.36707,0,0001
2002-03-11 00:00:00,-21.75,-47.75,299.06042,0,0001
2002-03-11 00:00:00,-21.75,-47.5,298.71667,0,0001
2002-03-11 00:00:00,-21.75,-47.25,298.14832,0,0001
2002-03-11 00:00:00,-21.75,-47.0,297.57214,0,0001
2002-03-11 00:00:00,-21.75,-46.75,296.81238,0,0001
2002-03-11 00:00:00,-21.75,-46.5,295.3495,0,0001
2002-03-11 00:00:00,-21.75,-46.25,295.65222,0,0001
2002-03-11 00:00:00,-21.75,-46.0,295.47253,0,0001
2002-03-11 00:00:00,-21.75,-45.75,295.70496,0,0001
2002-03-11 00:00:00,-21.75,-45.5,295.87097,0,0001
2002-03-11 00:00:00,-21.75,-45.25,295.81238,0,0001
2002-03-11 00:00:00,-21.75,-45.0,295.953,0,0001
2002-03-11 00:00:00,-21.75,-44.75,296.15027,0,0001
2002-03-11 00:00:00,-21.75,-44.5,295.52136,0,0001
2002-03-11 00:00:00,-21.75,-44.25,295.203,0,0001
2002-03-11 00:00:00,-21.75,-44.0,295.36707,0,0001
2002-03-11 00:00:00,-21.75,-43.75,296.25574,0,0001
2002-03-11 00:00:00,-21.75,-43.5,297.412,0,0001
2002-03-11 00:00:00,-21.75,-43.25,297.8866,0,0001
2002-03-11 00:00:00,-21.75,-43.0,298.21082,0,0001
2002-03-11 00:00:00,-22.0,-48.0,298.68347,0,0001
2002-03-11 00:00:00,-22.0,-47.75,298.46863,0,0001
2002-03-11 00:00:00,-22.0,-47.5,298.1366,0,0001
2002-03-11 00:00:00,-22.0,-47.25,297.89832,0,0001
2002-03-11 00:00:00,-22.0,-47.0,297.72644,0,0001
2002-03-11 00:00:00,-22.0,-46.75,296.87292,0,0001
2002-03-11 00:00:00,-22.0,-46.5,295.71863,0,0001
2002-03-11 00:00:00,-22.0,-46.25,295.08972,0,0001
2002-03-11 00:00:00,-22.0,-46.0,295.93542,0,0001
2002-03-11 00:00:00,-22.0,-45.75,296.40417,0,0001
2002-03-11 00:00:00,-22.0,-45.5,296.40222,0,0001
2002-03-11 00:00:00,-22.0,-45.25,295.65808,0,0001
2002-03-11 00:00:00,-22.0,-45.0,294.91003,0,0001
2002-03-11 00:00:00,-22.0,-44.75,294.0155,0,0001
2002-03-11 00:00:00,-22.0,-44.5,294.7616,0,0001
2002-03-11 00:00:00,-22.0,-44.25,295.13464,0,0001
2002-03-11 00:00:00,-22.0,-44.0,296.27136,0,0001
2002-03-11 00:00:00,-22.0,-43.75,297.32605,0,0001
2002-03-11 00:00:00,-22.0,-43.5,298.2655,0,0001
2002-03-11 00:00:00,-22.0,-43.25,298.33972,0,0001
2002-03-11 00:00:00,-22.0,-43.0,297.79285,0,0001
2002-03-11 00:00:00,-22.25,-48.0,298.56628,0,0001
2002-03-11 00:00:00,-22.25,-47.75,298.16003,0,0001
2002-03-11 00:00:00,-22.25,-47.5,298.02722,0,0001
2002-03-11 00:00:00,-22.25,-47.25,298.24597,0,0001
2002-03-11 00:00:00,-22.25,-47.0,298.12878,0,0001
2002-03-11 00:00:00,-22.25,-46.75,297.93738,0,0001
2002-03-11 00:00:00,-22.25,-46.5,296.8651,0,0001
2002-03-11 00:00:00,-22.25,-46.25,295.73425,0,0001
2002-03-11 00:00:00,-22.25,-46.0,296.43152,0,0001
2002-03-11 00:00:00,-22.25,-45.75,296.32214,0,0001
2002-03-11 00:00:00,-22.25,-45.5,295.06042,0,0001
2002-03-11 00:00:00,-22.25,-45.25,294.21082,0,0001
2002-03-11 00:00:00,-22.25,-45.0,294.58777,0,0001
2002-03-11 00:00:00,-22.25,-44.75,293.49207,0,0001
2002-03-11 00:00:00,-22.25,-44.5,295.69324,0,0001
2002-03-11 00:00:00,-22.25,-44.25,298.15027,0,0001
2002-03-11 00:00:00,-22.25,-44.0,298.78308,0,0001
2002-03-11 00:00:00,-22.25,-43.75,298.03308,0,0001
2002-03-11 00:00:00,-22.25,-43.5,298.57605,0,0001
2002-03-11 00:00:00,-22.25,-43.25,297.47644,0,0001
2002-03-11 00:00:00,-22.25,-43.0,296.44714,0,0001
2002-03-11 00:00:00,-22.5,-48.0,299.19714,0,0001
2002-03-11 00:00:00,-22.5,-47.75,298.62097,0,0001
2002-03-11 00:00:00,-22.5,-47.5,298.89636,0,0001
2002-03-11 00:00:00,-22.5,-47.25,299.0819,0,0001
2002-03-11 00:00:00,-22.5,-47.0,298.7616,0,0001
2002-03-11 00:00:00,-22.5,-46.75,298.3905,0,0001
2002-03-11 00:00:00,-22.5,-46.5,296.74597,0,0001
2002-03-11 00:00:00,-22.5,-46.25,294.66785,0,0001
2002-03-11 00:00:00,-22.5,-46.0,295.09753,0,0001
2002-03-11 00:00:00,-22.5,-45.75,295.35925,0,0001
2002-03-11 00:00:00,-22.5,-45.5,294.0995,0,0001
2002-03-11 00:00:00,-22.5,-45.25,294.78503,0,0001
2002-03-11 00:00:00,-22.5,-45.0,295.7362,0,0001
2002-03-11 00:00:00,-22.5,-44.75,294.78894,0,0001
2002-03-11 00:00:00,-22.5,-44.5,295.93542,0,0001
2002-03-11 00:00:00,-22.5,-44.25,298.12488,0,0001
2002-03-11 00:00:00,-22.5,-44.0,299.3241,0,0001
2002-03-11 00:00:00,-22.5,-43.75,298.7655,0,0001
2002-03-11 00:00:00,-22.5,-43.5,298.83972,0,0001
2002-03-11 00:00:00,-22.5,-43.25,298.02136,0,0001
2002-03-11 00:00:00,-22.5,-43.0,297.87683,0,0001
2002-03-11 00:00:00,-22.75,-48.0,299.9452,0,0001
2002-03-11 00:00:00,-22.75,-47.75,299.34558,0,0001
2002-03-11 00:00:00,-22.75,-47.5,299.62488,0,0001
2002-03-11 00:00:00,-22.75,-47.25,299.56433,0,0001
2002-03-11 00:00:00,-22.75,-47.0,299.03113,0,0001
2002-03-11 00:00:00,-22.75,-46.75,297.92175,0,0001
2002-03-11 00:00:00,-22.75,-46.5,296.33972,0,0001
2002-03-11 00:00:00,-22.75,-46.25,294.04675,0,0001
2002-03-11 00:00:00,-22.75,-46.0,293.9784,0,0001
2002-03-11 00:00:00,-22.75,-45.75,294.24792,0,0001
2002-03-11 00:00:00,-22.75,-45.5,294.92957,0,0001
2002-03-11 00:00:00,-22.75,-45.25,295.78894,0,0001
2002-03-11 00:00:00,-22.75,-45.0,296.3827,0,0001
2002-03-11 00:00:00,-22.75,-44.75,295.31824,0,0001
2002-03-11 00:00:00,-22.75,-44.5,295.87097,0,0001
2002-03-11 00:00:00,-22.75,-44.25,297.34558,0,0001
2002-03-11 00:00:00,-22.75,-44.0,298.5077,0,0001
2002-03-11 00:00:00,-22.75,-43.75,300.44324,0,0001
2002-03-11 00:00:00,-22.75,-43.5,300.12878,0,0001
2002-03-11 00:00:00,-22.75,-43.25,299.81238,0,0001
2002-03-11 00:00:00,-22.75,-43.0,300.25378,0,0001
2002-03-11 00:00:00,-23.0,-48.0,299.83972,0,0001
2002-03-11 00:00:00,-23.0,-47.75,299.68542,0,0001
2002-03-11 00:00:00,-23.0,-47.5,299.49207,0,0001
2002-03-11 00:00:00,-23.0,-47.25,298.95105,0,0001
2002-03-11 00:00:00,-23.0,-47.0,298.29675,0,0001
