valid_time,bnds,latitude,longitude,valid_time_bnds,stl1,stl2,lblt
2002-03-11 11:30:00,0,-21.0,-47.0,2002-03-11 00:00:00,24.169489,23.872278,19.330133
2002-03-11 11:30:00,0,-21.0,-46.75,2002-03-11 00:00:00,23.685266,23.434046,19.688501
2002-03-11 11:30:00,0,-21.0,-46.5,2002-03-11 00:00:00,23.75036,23.543268,18.185297
2002-03-11 11:30:00,0,-21.0,-46.25,2002-03-11 00:00:00,24.103632,23.923975,23.103327
2002-03-11 11:30:00,0,-21.0,-46.0,2002-03-11 00:00:00,24.26217,24.071741,22.887934
2002-03-11 11:30:00,0,-21.0,-45.75,2002-03-11 00:00:00,24.134394,23.97384,22.634333
2002-03-11 11:30:00,0,-21.0,-45.5,2002-03-11 00:00:00,23.837763,23.672266,22.936762
2002-03-11 11:30:00,0,-21.0,-45.25,2002-03-11 00:00:00,23.650263,23.42013,22.81338
2002-03-11 11:30:00,0,-21.0,-45.0,2002-03-11 00:00:00,23.563776,23.2774,22.43493
2002-03-11 11:30:00,0,-21.0,-44.75,2002-03-11 00:00:00,23.343317,23.005915,18.659235
2002-03-11 11:30:00,0,-21.0,-44.5,2002-03-11 00:00:00,23.04391,22.636438,18.218805
2002-03-11 11:30:00,0,-21.0,-44.25,2002-03-11 00:00:00,22.823786,22.362604,16.775446
2002-03-11 11:30:00,0,-21.0,-44.0,2002-03-11 00:00:00,22.771936,22.261621,16.849848
2002-03-11 11:30:00,0,-21.0,-43.75,2002-03-11 00:00:00,22.962854,22.40835,17.660822
2002-03-11 11:30:00,0,-21.0,-43.5,2002-03-11 00:00:00,23.635706,23.036585,18.46319
2002-03-11 11:30:00,0,-21.0,-43.25,2002-03-11 00:00:00,24.539026,23.892786,19.926874
2002-03-11 11:30:00,0,-21.0,-43.0,2002-03-11 00:00:00,24.886835,24.219782,23.924189
2002-03-11 11:30:00,0,-21.25,-48.0,2002-03-11 00:00:00,26.758905,26.144983,25.655725
2002-03-11 11:30:00,0,-21.25,-47.75,2002-03-11 00:00:00,26.18072,25.676325,24.890802
2002-03-11 11:30:00,0,-21.25,-47.5,2002-03-11 00:00:00,25.863825,25.406305,21.651117
2002-03-11 11:30:00,0,-21.25,-47.25,2002-03-11 00:00:00,25.359674,24.953516,19.962885
2002-03-11 11:30:00,0,-21.25,-47.0,2002-03-11 00:00:00,24.638391,24.295374,20.278437
2002-03-11 11:30:00,0,-21.25,-46.75,2002-03-11 00:00:00,23.879023,23.604883,19.90774
2002-03-11 11:30:00,0,-21.25,-46.5,2002-03-11 00:00:00,23.621698,23.412897,18.229975
2002-03-11 11:30:00,0,-21.25,-46.25,2002-03-11 00:00:00,24.102747,23.913233,22.333277
2002-03-11 11:30:00,0,-21.25,-46.0,2002-03-11 00:00:00,24.502802,24.310114,21.853876
2002-03-11 11:30:00,0,-21.25,-45.75,2002-03-11 00:00:00,24.242304,24.06051,22.406092
2002-03-11 11:30:00,0,-21.25,-45.5,2002-03-11 00:00:00,23.867243,23.690485,22.913538
2002-03-11 11:30:00,0,-21.25,-45.25,2002-03-11 00:00:00,23.630579,23.43551,22.1271
2002-03-11 11:30:00,0,-21.25,-45.0,2002-03-11 00:00:00,23.654413,23.373102,22.047998
2002-03-11 11:30:00,0,-21.25,-44.75,2002-03-11 00:00:00,23.52682,23.210901,22.6643
2002-03-11 11:30:00,0,-21.25,-44.5,2002-03-11 00:00:00,23.477839,23.08111,22.839075
2002-03-11 11:30:00,0,-21.25,-44.25,2002-03-11 00:00:00,23.087214,22.662409,18.810907
2002-03-11 11:30:00,0,-21.25,-44.0,2002-03-11 00:00:00,22.599237,22.18307,16.566278
2002-03-11 11:30:00,0,-21.25,-43.75,2002-03-11 00:00:00,22.623743,22.173487,17.561457
2002-03-11 11:30:00,0,-21.25,-43.5,2002-03-11 00:00:00,23.66656,23.111628,20.227076
2002-03-11 11:30:00,0,-21.25,-43.25,2002-03-11 00:00:00,25.295374,24.611963,20.839258
2002-03-11 11:30:00,0,-21.25,-43.0,2002-03-11 00:00:00,26.15484,25.388483,25.762018
2002-03-11 11:30:00,0,-21.5,-48.0,2002-03-11 00:00:00,26.593622,25.959131,25.51861
2002-03-11 11:30:00,0,-21.5,-47.75,2002-03-11 00:00:00,26.460749,25.856348,25.266901
2002-03-11 11:30:00,0,-21.5,-47.5,2002-03-11 00:00:00,26.193811,25.619928,21.082361
2002-03-11 11:30:00,0,-21.5,-47.25,2002-03-11 00:00:00,26.003717,25.45318,19.8547
2002-03-11 11:30:00,0,-21.5,-47.0,2002-03-11 00:00:00,25.402643,24.916468,21.528833
2002-03-11 11:30:00,0,-21.5,-46.75,2002-03-11 00:00:00,24.362268,23.981104,23.251612
2002-03-11 11:30:00,0,-21.5,-46.5,2002-03-11 00:00:00,23.842493,23.521631,22.856623
2002-03-11 11:30:00,0,-21.5,-46.25,2002-03-11 00:00:00,24.170374,23.926477,22.615168
2002-03-11 11:30:00,0,-21.5,-46.0,2002-03-11 00:00:00,24.463678,24.221643,22.6643
2002-03-11 11:30:00,0,-21.5,-45.75,2002-03-11 00:00:00,24.38009,24.145472,22.59701
