valid_time,latitude,longitude,number,expver,u10
2002-03-11 22:00:00,-22.5,-46.5,0,0001,-1.0299835
2002-03-11 22:00:00,-22.5,-46.25,0,0001,-1.5680695
2002-03-11 22:00:00,-22.5,-46.0,0,0001,-1.185257
2002-03-11 22:00:00,-22.5,-45.75,0,0001,-0.10420227
2002-03-11 22:00:00,-22.5,-45.5,0,0001,0.7971649
2002-03-11 22:00:00,-22.5,-45.25,0,0001,-0.29170227
2002-03-11 22:00:00,-22.5,-45.0,0,0001,-1.100296
2002-03-11 22:00:00,-22.5,-44.75,0,0001,-1.5143585
2002-03-11 22:00:00,-22.5,-44.5,0,0001,-1.412796
2002-03-11 22:00:00,-22.5,-44.25,0,0001,-1.5583038
2002-03-11 22:00:00,-22.5,-44.0,0,0001,-1.9264679
2002-03-11 22:00:00,-22.5,-43.75,0,0001,-1.9079132
2002-03-11 22:00:00,-22.5,-43.5,0,0001,-1.9342804
2002-03-11 22:00:00,-22.5,-43.25,0,0001,-1.3083038
2002-03-11 22:00:00,-22.5,-43.0,0,0001,-0.9108429
2002-03-11 22:00:00,-22.75,-48.0,0,0001,-1.4059601
2002-03-11 22:00:00,-22.75,-47.75,0,0001,-1.5778351
2002-03-11 22:00:00,-22.75,-47.5,0,0001,-1.4235382
2002-03-11 22:00:00,-22.75,-47.25,0,0001,-1.1510773
2002-03-11 22:00:00,-22.75,-47.0,0,0001,-0.6276398
2002-03-11 22:00:00,-22.75,-46.75,0,0001,-0.51924133
2002-03-11 22:00:00,-22.75,-46.5,0,0001,-0.6813507
2002-03-11 22:00:00,-22.75,-46.25,0,0001,-1.247757
2002-03-11 22:00:00,-22.75,-46.0,0,0001,-0.94892883
2002-03-11 22:00:00,-22.75,-45.75,0,0001,-0.28974915
2002-03-11 22:00:00,-22.75,-45.5,0,0001,-0.76924133
2002-03-11 22:00:00,-22.75,-45.25,0,0001,-1.4381866
2002-03-11 22:00:00,-22.75,-45.0,0,0001,-1.419632
2002-03-11 22:00:00,-22.75,-44.75,0,0001,-1.3786163
2002-03-11 22:00:00,-22.75,-44.5,0,0001,-0.9626007
2002-03-11 22:00:00,-22.75,-44.25,0,0001,-0.5251007
2002-03-11 22:00:00,-22.75,-44.0,0,0001,-1.0299835
2002-03-11 22:00:00,-22.75,-43.75,0,0001,-1.7741241
2002-03-11 22:00:00,-22.75,-43.5,0,0001,-2.3600616
2002-03-11 22:00:00,-22.75,-43.25,0,0001,-2.6598663
2002-03-11 22:00:00,-22.75,-43.0,0,0001,-2.582718
2002-03-11 22:00:00,-23.0,-48.0,0,0001,-1.4918976
2002-03-11 22:00:00,-23.0,-47.75,0,0001,-1.6295929
2002-03-11 22:00:00,-23.0,-47.5,0,0001,-1.4655304
2002-03-11 22:00:00,-23.0,-47.25,0,0001,-0.7545929
2002-03-11 22:00:00,-23.0,-47.0,0,0001,-0.19599915
2002-03-11 22:00:00,-23.0,-46.75,0,0001,-0.18916321
2002-03-11 22:00:00,-23.0,-46.5,0,0001,-0.36689758
2002-03-11 22:00:00,-23.0,-46.25,0,0001,-1.0553741
2002-03-11 22:00:00,-23.0,-46.0,0,0001,-1.334671
2002-03-11 22:00:00,-23.0,-45.75,0,0001,-1.3004913
2002-03-11 22:00:00,-23.0,-45.5,0,0001,-1.0387726
2002-03-11 22:00:00,-23.0,-45.25,0,0001,-1.3083038
2002-03-11 22:00:00,-23.0,-45.0,0,0001,-1.2516632
2002-03-11 22:00:00,-23.0,-44.75,0,0001,-1.1764679
2002-03-11 22:00:00,-23.0,-44.5,0,0001,-0.72724915
2002-03-11 22:00:00,-23.0,-44.25,0,0001,-1.997757
2002-03-11 22:00:00,-23.0,-44.0,0,0001,-2.4049835
2002-03-11 22:00:00,-23.0,-43.75,0,0001,-3.6461945
2002-03-11 22:00:00,-23.0,-43.5,0,0001,-4.6149445
2002-03-11 22:00:00,-23.0,-43.25,0,0001,-5.8288116
2002-03-11 22:00:00,-23.0,-43.0,0,0001,-5.81514
