valid_time,latitude,longitude,stl1,stl2,lblt,number,expver
2002-03-11 00:00:00,-21.0,-44.75,296.7837,297.1902,291.98022,0,0001
2002-03-11 00:00:00,-21.0,-44.5,296.2837,296.7605,291.53735,0,0001
2002-03-11 00:00:00,-21.0,-44.25,295.95752,296.36792,289.92505,0,0001
2002-03-11 00:00:00,-21.0,-44.0,295.8755,296.1765,289.99976,0,0001
2002-03-11 00:00:00,-21.0,-43.75,296.1372,296.2937,290.8103,0,0001
2002-03-11 00:00:00,-21.0,-43.5,297.05127,296.9519,291.61206,0,0001
2002-03-11 00:00:00,-21.0,-43.25,298.27393,297.78784,293.09204,0,0001
2002-03-11 00:00:00,-21.0,-43.0,298.68408,298.13745,297.42603,0,0001
2002-03-11 00:00:00,-21.25,-48.0,300.6958,300.43433,299.02515,0,0001
2002-03-11 00:00:00,-21.25,-47.75,300.05322,299.97534,298.0691,0,0001
2002-03-11 00:00:00,-21.25,-47.5,299.71338,299.74292,294.7981,0,0001
2002-03-11 00:00:00,-21.25,-47.25,299.11182,299.29565,293.11206,0,0001
2002-03-11 00:00:00,-21.25,-47.0,298.21338,298.68042,293.4436,0,0001
2002-03-11 00:00:00,-21.25,-46.75,297.28174,298.0652,293.073,0,0001
2002-03-11 00:00:00,-21.25,-46.5,297.03174,297.86792,291.38696,0,0001
2002-03-11 00:00:00,-21.25,-46.25,297.4458,298.4226,295.47827,0,0001
2002-03-11 00:00:00,-21.25,-46.0,297.90674,298.65308,295.0022,0,0001
2002-03-11 00:00:00,-21.25,-45.75,297.6626,298.35815,295.47778,0,0001
2002-03-11 00:00:00,-21.25,-45.5,297.2622,298.06714,295.91724,0,0001
2002-03-11 00:00:00,-21.25,-45.25,297.0044,297.8562,295.156,0,0001
2002-03-11 00:00:00,-21.25,-45.0,297.06885,297.6765,295.2893,0,0001
2002-03-11 00:00:00,-21.25,-44.75,296.96338,297.50464,296.489,0,0001
2002-03-11 00:00:00,-21.25,-44.5,296.85205,297.2273,296.6941,0,0001
2002-03-11 00:00:00,-21.25,-44.25,296.34033,296.70776,292.20288,0,0001
2002-03-11 00:00:00,-21.25,-44.0,295.7837,296.17847,289.71606,0,0001
2002-03-11 00:00:00,-21.25,-43.75,295.85596,296.13354,290.71118,0,0001
2002-03-11 00:00:00,-21.25,-43.5,297.09424,297.09448,293.45093,0,0001
2002-03-11 00:00:00,-21.25,-43.25,299.063,298.62183,294.07935,0,0001
2002-03-11 00:00:00,-21.25,-43.0,299.94775,299.33276,299.44604,0,0001
2002-03-11 00:00:00,-21.5,-48.0,300.51416,300.1902,298.88257,0,0001
2002-03-11 00:00:00,-21.5,-47.75,300.30908,300.10034,298.63452,0,0001
2002-03-11 00:00:00,-21.5,-47.5,300.0122,299.89136,294.29956,0,0001
2002-03-11 00:00:00,-21.5,-47.25,299.7915,299.76245,293.00317,0,0001
2002-03-11 00:00:00,-21.5,-47.0,299.0415,299.29175,294.72974,0,0001
2002-03-11 00:00:00,-21.5,-46.75,297.79346,298.3855,296.54126,0,0001
2002-03-11 00:00:00,-21.5,-46.5,297.313,297.7898,296.14136,0,0001
2002-03-11 00:00:00,-21.5,-46.25,297.6626,298.28394,295.7727,0,0001
2002-03-11 00:00:00,-21.5,-46.0,297.9536,298.56323,295.8064,0,0001
2002-03-11 00:00:00,-21.5,-45.75,297.88135,298.4402,295.73755,0,0001
2002-03-11 00:00:00,-21.5,-45.5,297.42432,297.99292,295.89185,0,0001
2002-03-11 00:00:00,-21.5,-45.25,296.83252,297.41284,294.45776,0,0001
2002-03-11 00:00:00,-21.5,-45.0,296.46338,296.9441,290.65845,0,0001
2002-03-11 00:00:00,-21.5,-44.75,296.32666,296.7683,294.85522,0,0001
2002-03-11 00:00:00,-21.5,-44.5,296.4751,296.72925,296.68677,0,0001
2002-03-11 00:00:00,-21.5,-44.25,296.24072,296.49878,296.5349,0,0001
2002-03-11 00:00:00,-21.5,-44.0,295.85986,296.27222,292.96362,0,0001
2002-03-11 00:00:00,-21.5,-43.75,296.05127,296.46753,292.08325,0,0001
2002-03-11 00:00:00,-21.5,-43.5,297.2173,297.30542,296.9016,0,0001
2002-03-11 00:00:00,-21.5,-43.25,298.79346,298.46948,298.04272,0,0001
2002-03-11 00:00:00,-21.5,-43.0,299.64307,299.14917,298.84888,0,0001
2002-03-11 00:00:00,-21.75,-48.0,300.33252,299.9851,298.55444,0,0001
2002-03-11 00:00:00,-21.75,-47.75,299.89697,299.71753,298.37427,0,0001
2002-03-11 00:00:00,-21.75,-47.5,299.7837,299.64722,296.77222,0,0001
2002-03-11 00:00:00,-21.75,-47.25,299.60205,299.60034,294.6057,0,0001
2002-03-11 00:00:00,-21.75,-47.0,298.70947,299.0105,294.64478,0,0001
2002-03-11 00:00:00,-21.75,-46.75,297.0786,297.6609,296.13892,0,0001
2002-03-11 00:00:00,-21.75,-46.5,296.0786,296.5398,295.42798,0,0001
2002-03-11 00:00:00,-21.75,-46.25,296.11377,296.73315,294.9109,0,0001
2002-03-11 00:00:00,-21.75,-46.0,296.69775,297.32495,296.70142,0,0001
2002-03-11 00:00:00,-21.75,-45.75,297.00635,297.5437,296.72583,0,0001
2002-03-11 00:00:00,-21.75,-45.5,297.08643,297.52612,296.05493,0,0001
2002-03-11 00:00:00,-21.75,-45.25,296.854,297.26245,294.0735,0,0001
2002-03-11 00:00:00,-21.75,-45.0,296.71143,297.1394,290.04517,0,0001
2002-03-11 00:00:00,-21.75,-44.75,296.1372,296.46558,290.07397,0,0001
2002-03-11 00:00:00,-21.75,-44.5,295.93994,296.1726,290.5061,0,0001
2002-03-11 00:00:00,-21.75,-44.25,295.7505,296.1023,291.95142,0,0001
2002-03-11 00:00:00,-21.75,-44.0,295.8501,296.32495,291.91626,0,0001
2002-03-11 00:00:00,-21.75,-43.75,296.7212,297.09644,293.9402,0,0001
2002-03-11 00:00:00,-21.75,-43.5,298.0083,298.03003,297.6184,0,0001
2002-03-11 00:00:00,-21.75,-43.25,298.5747,298.28198,297.81567,0,0001
2002-03-11 00:00:00,-21.75,-43.0,299.08643,298.69995,293.87183,0,0001
2002-03-11 00:00:00,-22.0,-48.0,299.4165,299.5476,298.01636,0,0001
2002-03-11 00:00:00,-22.0,-47.75,299.31885,299.40503,298.02515,0,0001
2002-03-11 00:00:00,-22.0,-47.5,299.64502,299.4812,297.8435,0,0001
2002-03-11 00:00:00,-22.0,-47.25,299.6919,299.62573,297.25073,0,0001
2002-03-11 00:00:00,-22.0,-47.0,299.24072,299.41675,297.469,0,0001
2002-03-11 00:00:00,-22.0,-46.75,297.85205,298.24683,297.34155,0,0001
2002-03-11 00:00:00,-22.0,-46.5,296.33057,296.69604,292.4026,0,0001
2002-03-11 00:00:00,-22.0,-46.25,295.68408,296.23315,295.70825,0,0001
2002-03-11 00:00:00,-22.0,-46.0,296.34424,296.8933,296.91284,0,0001
2002-03-11 00:00:00,-22.0,-45.75,296.85596,297.4187,296.9983,0,0001
2002-03-11 00:00:00,-22.0,-45.5,296.77783,297.37183,296.49927,0,0001
2002-03-11 00:00:00,-22.0,-45.25,296.13135,296.83862,294.36548,0,0001
2002-03-11 00:00:00,-22.0,-45.0,295.84033,296.40894,289.64673,0,0001
2002-03-11 00:00:00,-22.0,-44.75,294.05322,294.77612,289.10083,0,0001
2002-03-11 00:00:00,-22.0,-44.5,294.7173,295.24487,289.52515,0,0001
2002-03-11 00:00:00,-22.0,-44.25,295.33643,295.90894,291.33618,0,0001
2002-03-11 00:00:00,-22.0,-44.0,296.61963,297.0105,294.93335,0,0001
2002-03-11 00:00:00,-22.0,-43.75,297.7544,297.89136,297.6604,0,0001
2002-03-11 00:00:00,-22.0,-43.5,298.96143,298.74292,297.96655,0,0001
2002-03-11 00:00:00,-22.0,-43.25,299.02393,298.75464,297.87915,0,0001
2002-03-11 00:00:00,-22.0,-43.0,298.4204,298.30933,296.82007,0,0001
2002-03-11 00:00:00,-22.25,-48.0,299.30322,299.36206,296.62915,0,0001
2002-03-11 00:00:00,-22.25,-47.75,299.37354,299.48315,296.9143,0,0001
2002-03-11 00:00:00,-22.25,-47.5,299.67627,299.53784,297.87378,0,0001
2002-03-11 00:00:00,-22.25,-47.25,299.81104,299.5398,298.70923,0,0001
2002-03-11 00:00:00,-22.25,-47.0,299.3501,299.29175,298.73755,0,0001
2002-03-11 00:00:00,-22.25,-46.75,298.3833,298.7898,298.0354,0,0001
2002-03-11 00:00:00,-22.25,-46.5,297.03564,297.5652,295.386,0,0001
2002-03-11 00:00:00,-22.25,-46.25,295.85986,296.2859,292.37427,0,0001
2002-03-11 00:00:00,-22.25,-46.0,296.39893,296.7566,296.99878,0,0001
2002-03-11 00:00:00,-22.25,-45.75,296.68604,297.0769,297.01196,0,0001
2002-03-11 00:00:00,-22.25,-45.5,295.85205,296.40112,294.4348,0,0001
2002-03-11 00:00:00,-22.25,-45.25,295.0669,295.71362,291.15454,0,0001
2002-03-11 00:00:00,-22.25,-45.0,294.813,295.5515,290.54712,0,0001
2002-03-11 00:00:00,-22.25,-44.75,293.42236,294.37378,292.9807,0,0001
2002-03-11 00:00:00,-22.25,-44.5,294.88916,295.53198,291.00952,0,0001
2002-03-11 00:00:00,-22.25,-44.25,297.2173,297.40698,290.5974,0,0001
2002-03-11 00:00:00,-22.25,-44.0,298.3501,298.39722,294.573,0,0001
2002-03-11 00:00:00,-22.25,-43.75,298.6333,298.56128,296.53442,0,0001
2002-03-11 00:00:00,-22.25,-43.5,299.2661,298.95776,294.9402,0,0001
2002-03-11 00:00:00,-22.25,-43.25,298.68994,298.4109,294.7234,0,0001
2002-03-11 00:00:00,-22.25,-43.0,297.688,297.7019,294.27515,0,0001
2002-03-11 00:00:00,-22.5,-48.0,300.15674,300.1316,293.4768,0,0001
2002-03-11 00:00:00,-22.5,-47.75,300.0962,300.0398,293.62183,0,0001
2002-03-11 00:00:00,-22.5,-47.5,300.12158,299.82886,298.62964,0,0001
2002-03-11 00:00:00,-22.5,-47.25,300.18604,299.80542,299.4065,0,0001
2002-03-11 00:00:00,-22.5,-47.0,299.45752,299.3894,298.79175,0,0001
2002-03-11 00:00:00,-22.5,-46.75,298.49072,298.82104,298.05835,0,0001
2002-03-11 00:00:00,-22.5,-46.5,296.9126,297.5652,296.39282,0,0001
2002-03-11 00:00:00,-22.5,-46.25,295.14307,295.86792,290.40942,0,0001
2002-03-11 00:00:00,-22.5,-46.0,295.27783,295.8894,294.5056,0,0001
2002-03-11 00:00:00,-22.5,-45.75,295.36768,295.8523,293.85425,0,0001
2002-03-11 00:00:00,-22.5,-45.5,294.53564,295.17847,291.28198,0,0001
2002-03-11 00:00:00,-22.5,-45.25,295.73877,296.2683,292.60913,0,0001
2002-03-11 00:00:00,-22.5,-45.0,296.05518,296.57104,291.17163,0,0001
2002-03-11 00:00:00,-22.5,-44.75,295.30127,295.9187,295.3357,0,0001
2002-03-11 00:00:00,-22.5,-44.5,296.66846,297.02026,293.03442,0,0001
2002-03-11 00:00:00,-22.5,-44.25,298.70947,298.6355,292.3064,0,0001
2002-03-11 00:00:00,-22.5,-44.0,299.688,299.39722,295.42847,0,0001
2002-03-11 00:00:00,-22.5,-43.75,299.99658,299.58667,297.34058,0,0001
2002-03-11 00:00:00,-22.5,-43.5,300.3579,300.08862,295.74097,0,0001
2002-03-11 00:00:00,-22.5,-43.25,299.90283,299.6765,297.7444,0,0001
2002-03-11 00:00:00,-22.5,-43.0,299.23682,299.2644,297.6023,0,0001
2002-03-11 00:00:00,-22.75,-48.0,301.0415,301.00854,291.34546,0,0001
